annotation_approver,id,label,meta,meta.number,meta.pretext,meta.title,text,user
,1981,144,,,,,"Force_handlers with_items does not execute handlers

ISSUE TYPE

Bug Report

COMPONENT NAME
Force handlers with_items
ANSIBLE VERSION
ansible 2.3.0.0
config file = /etc/ansible/ansible.cfg
configured module search path = configured module search path = Default w/o overrides
python version = 2.7.10 (default, May  1 2017, 19:24:18) [GCC 4.4.7 20120313 (Red Hat 4.4.7-16)]
CONFIGURATION
OS / ENVIRONMENT
SUMMARY
We expect handlers to run when at least one item is changed when using with_items and force_handlers.
STEPS TO REPRODUCE
---
- hosts: localhost
  gather_facts: no
  force_handlers: True
  handlers:
    - name: hello_world
      debug:
  vars:
    commands:
      - ls
      - pwd
      - asdf
  tasks:
    - shell: ""{{ item }}""
      with_items: ""{{ commands }}""
      notify: hello_world

EXPECTED RESULTS
PLAY [localhost] **************************************************************************************************************************************************************************************************************************************************************
TASK [command] ****************************************************************************************************************************************************************************************************************************************************************
changed: [localhost] => (item=ls)
changed: [localhost] => (item=pwd)
failed: [localhost] (item=asdf) => {""changed"": true, ""cmd"": ""asdf"", ""delta"": ""0:00:00.001902"", ""end"": ""2017-05-10 13:59:28.650743"", ""failed"": true, ""item"": ""asdf"", ""rc"": 127, ""start"": ""2017-05-10 13:59:28.648841"", ""stderr"": ""/bin/sh: asdf: command not found"", ""stderr_lines"": [""/bin/sh: asdf: command not found""], ""stdout"": """", ""stdout_lines"": []}
RUNNING HANDLER [hello_world] *************************************************************************************************************************************************************************************************************************************************
ok: [localhost] => {
""changed"": false,
""msg"": ""Hello world!""
}
PLAY RECAP ********************************************************************************************************************************************************************************************************************************************************************
localhost                  : ok=1    changed=1    unreachable=0    failed=1
ACTUAL RESULTS
PLAY [localhost] **************************************************************************************************************************************************************************************************************************************************************
TASK [command] ****************************************************************************************************************************************************************************************************************************************************************
changed: [localhost] => (item=ls)
changed: [localhost] => (item=pwd)
failed: [localhost] (item=asdf) => {""changed"": true, ""cmd"": ""asdf"", ""delta"": ""0:00:00.001916"", ""end"": ""2017-05-10 14:00:00.284031"", ""failed"": true, ""item"": ""asdf"", ""rc"": 127, ""start"": ""2017-05-10 14:00:00.282115"", ""stderr"": ""/bin/sh: asdf: command not found"", ""stderr_lines"": [""/bin/sh: asdf: command not found""], ""stdout"": """", ""stdout_lines"": []}
PLAY RECAP ********************************************************************************************************************************************************************************************************************************************************************
localhost                  : ok=0    changed=0    unreachable=0    failed=1",3
,1981,148,,,,,"Force_handlers with_items does not execute handlers

ISSUE TYPE

Bug Report

COMPONENT NAME
Force handlers with_items
ANSIBLE VERSION
ansible 2.3.0.0
config file = /etc/ansible/ansible.cfg
configured module search path = configured module search path = Default w/o overrides
python version = 2.7.10 (default, May  1 2017, 19:24:18) [GCC 4.4.7 20120313 (Red Hat 4.4.7-16)]
CONFIGURATION
OS / ENVIRONMENT
SUMMARY
We expect handlers to run when at least one item is changed when using with_items and force_handlers.
STEPS TO REPRODUCE
---
- hosts: localhost
  gather_facts: no
  force_handlers: True
  handlers:
    - name: hello_world
      debug:
  vars:
    commands:
      - ls
      - pwd
      - asdf
  tasks:
    - shell: ""{{ item }}""
      with_items: ""{{ commands }}""
      notify: hello_world

EXPECTED RESULTS
PLAY [localhost] **************************************************************************************************************************************************************************************************************************************************************
TASK [command] ****************************************************************************************************************************************************************************************************************************************************************
changed: [localhost] => (item=ls)
changed: [localhost] => (item=pwd)
failed: [localhost] (item=asdf) => {""changed"": true, ""cmd"": ""asdf"", ""delta"": ""0:00:00.001902"", ""end"": ""2017-05-10 13:59:28.650743"", ""failed"": true, ""item"": ""asdf"", ""rc"": 127, ""start"": ""2017-05-10 13:59:28.648841"", ""stderr"": ""/bin/sh: asdf: command not found"", ""stderr_lines"": [""/bin/sh: asdf: command not found""], ""stdout"": """", ""stdout_lines"": []}
RUNNING HANDLER [hello_world] *************************************************************************************************************************************************************************************************************************************************
ok: [localhost] => {
""changed"": false,
""msg"": ""Hello world!""
}
PLAY RECAP ********************************************************************************************************************************************************************************************************************************************************************
localhost                  : ok=1    changed=1    unreachable=0    failed=1
ACTUAL RESULTS
PLAY [localhost] **************************************************************************************************************************************************************************************************************************************************************
TASK [command] ****************************************************************************************************************************************************************************************************************************************************************
changed: [localhost] => (item=ls)
changed: [localhost] => (item=pwd)
failed: [localhost] (item=asdf) => {""changed"": true, ""cmd"": ""asdf"", ""delta"": ""0:00:00.001916"", ""end"": ""2017-05-10 14:00:00.284031"", ""failed"": true, ""item"": ""asdf"", ""rc"": 127, ""start"": ""2017-05-10 14:00:00.282115"", ""stderr"": ""/bin/sh: asdf: command not found"", ""stderr_lines"": [""/bin/sh: asdf: command not found""], ""stdout"": """", ""stdout_lines"": []}
PLAY RECAP ********************************************************************************************************************************************************************************************************************************************************************
localhost                  : ok=0    changed=0    unreachable=0    failed=1",2
,1982,144,,,,,"Stack trace in YAML Validation Code

From the ansible-project list, the stack trace is as follows:
Traceback (most recent call last):
  File ""/usr/local/share/python/ansible-playbook"", line 268, in <module>
    sys.exit(main(sys.argv[1:]))
  File ""/usr/local/share/python/ansible-playbook"", line 208, in main
    pb.run()
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/__init__.py"", line 228, in run
    play = Play(self, play_ds, play_basedir)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 80, in __init__
    ds = self._load_roles(self.roles, ds)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 288, in _load_roles
    roles = self._build_role_dependencies(roles, [], self.vars)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 178, in _build_role_dependencies
    defaults_data = utils.parse_yaml_from_file(defaults)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 419, in parse_yaml_from_file
    process_yaml_error(exc, data, path)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 397, in process_yaml_error
    msg = process_common_errors(msg, probline, mark.column)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 358, in process_common_errors
    elif len(probline) and probline[column] == "":"" and probline.find(""="") != -1:
IndexError: string index out of range
The issue ended up being that I missed a ':' between a variable key and value. I assume that this can be reproduced by leaving off a colon anywhere in a variable definition (or maybe even tasks). I specifically created this  it by creating a vars section and putting:
---
variable value
I fixed it by instead doing:
---
variable: value
@mpdehaan mentioned that this would be a pretty quick fix.",3
,1982,148,,,,,"Stack trace in YAML Validation Code

From the ansible-project list, the stack trace is as follows:
Traceback (most recent call last):
  File ""/usr/local/share/python/ansible-playbook"", line 268, in <module>
    sys.exit(main(sys.argv[1:]))
  File ""/usr/local/share/python/ansible-playbook"", line 208, in main
    pb.run()
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/__init__.py"", line 228, in run
    play = Play(self, play_ds, play_basedir)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 80, in __init__
    ds = self._load_roles(self.roles, ds)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 288, in _load_roles
    roles = self._build_role_dependencies(roles, [], self.vars)
  File ""/usr/local/lib/python2.7/site-packages/ansible/playbook/play.py"", line 178, in _build_role_dependencies
    defaults_data = utils.parse_yaml_from_file(defaults)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 419, in parse_yaml_from_file
    process_yaml_error(exc, data, path)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 397, in process_yaml_error
    msg = process_common_errors(msg, probline, mark.column)
  File ""/usr/local/lib/python2.7/site-packages/ansible/utils/__init__.py"", line 358, in process_common_errors
    elif len(probline) and probline[column] == "":"" and probline.find(""="") != -1:
IndexError: string index out of range
The issue ended up being that I missed a ':' between a variable key and value. I assume that this can be reproduced by leaving off a colon anywhere in a variable definition (or maybe even tasks). I specifically created this  it by creating a vars section and putting:
---
variable value
I fixed it by instead doing:
---
variable: value
@mpdehaan mentioned that this would be a pretty quick fix.",2
,1983,143,,,,,"password_hash/get_encrypted_password uses passlib default of rounds=656000 which is 131 times glibc default

In the password_hash filter function the underlying passlib call uses the default rounds parameter.
The default for glibc is 5000, the passlib default for sha512 is 656000. This means on a login in a linux account the hash calculation will take significantly longer.
Actually you get basically no rounds parameter when setting it to 5000
$ python -c ""from passlib.hash import sha512_crypt; print sha512_crypt.encrypt('foo', rounds=5000)""
$6$0zDM3P3/MbIoF0G0$pVmR8hc0ZNYdfGLnFhVKeCGhd32kDXo6ky83JmUWTZCfVQm2IrhnIbrrg5Vyl9XxE5aWzdmuYpvTA6gyOFc5Z.
$ python -c ""from passlib.hash import sha512_crypt; print sha512_crypt.encrypt('foo', rounds=5001)""
$6$rounds=5001$VFyJ36YLb/RLhx0e$CAFCB/W7ebYEHIFsZtlJSdvuzEtsYOAvtOwCF7ahqpWqLj62TJp4LlzZ/FiW1B2U5kSKh4xibiJgZyd2ceVoI1
Could a simple parameter be added to get_encrypted_password to set the value which has a preferable default what glibc does?",3
,1983,143,,,,,"password_hash/get_encrypted_password uses passlib default of rounds=656000 which is 131 times glibc default

In the password_hash filter function the underlying passlib call uses the default rounds parameter.
The default for glibc is 5000, the passlib default for sha512 is 656000. This means on a login in a linux account the hash calculation will take significantly longer.
Actually you get basically no rounds parameter when setting it to 5000
$ python -c ""from passlib.hash import sha512_crypt; print sha512_crypt.encrypt('foo', rounds=5000)""
$6$0zDM3P3/MbIoF0G0$pVmR8hc0ZNYdfGLnFhVKeCGhd32kDXo6ky83JmUWTZCfVQm2IrhnIbrrg5Vyl9XxE5aWzdmuYpvTA6gyOFc5Z.
$ python -c ""from passlib.hash import sha512_crypt; print sha512_crypt.encrypt('foo', rounds=5001)""
$6$rounds=5001$VFyJ36YLb/RLhx0e$CAFCB/W7ebYEHIFsZtlJSdvuzEtsYOAvtOwCF7ahqpWqLj62TJp4LlzZ/FiW1B2U5kSKh4xibiJgZyd2ceVoI1
Could a simple parameter be added to get_encrypted_password to set the value which has a preferable default what glibc does?",2
,1984,148,,,,,"Broken 'Edit on GitHub' link at http://docs.ansible.com/ansible/intro_adhoc.html

ISSUE TYPE

Documentation Report

SUMMARY
'Edit on GitHub' http://joxi.ru/l2Z6VxFwlbVL2J?d=1 link leads to 404 error page http://joxi.ru/eAO14Wfxv1Gdmo?d=1
STEPS TO REPRODUCE
1 Go to http://docs.ansible.com/ansible/intro_adhoc.html
2 Press 'Edit on GitHub' at top right corner.
3 See 404 error page.
EXPECTED RESULTS
Some kind of valid git hub page for editing related page.
ACTUAL RESULTS
404 error page",3
,1984,148,,,,,"Broken 'Edit on GitHub' link at http://docs.ansible.com/ansible/intro_adhoc.html

ISSUE TYPE

Documentation Report

SUMMARY
'Edit on GitHub' http://joxi.ru/l2Z6VxFwlbVL2J?d=1 link leads to 404 error page http://joxi.ru/eAO14Wfxv1Gdmo?d=1
STEPS TO REPRODUCE
1 Go to http://docs.ansible.com/ansible/intro_adhoc.html
2 Press 'Edit on GitHub' at top right corner.
3 See 404 error page.
EXPECTED RESULTS
Some kind of valid git hub page for editing related page.
ACTUAL RESULTS
404 error page",2
,1985,148,,,,,"ansible fails with an exception in python

I sinply run command: ""forever stopall""
but I get this output from stdout when it fails:
fatal: [node1] => Traceback (most recent call last):
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 586, in _executor
exec_rc = self._executor_internal(host, new_stdin)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 789, in _executor_internal
return self._executor_internal_inner(host, self.module_name, self.module_args, inject, port, complex_args=complex_args)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 1005, in _executor_internal_inner
num_args_post = self._count_module_args(module_args)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 433, in _count_module_args
vargs = split_args(args)
File ""/Library/Python/2.7/site-packages/ansible/module_utils/splitter.py"", line 73, in split_args
args = args.strip()
AttributeError: 'dict' object has no attribute 'strip'",3
,1985,148,,,,,"ansible fails with an exception in python

I sinply run command: ""forever stopall""
but I get this output from stdout when it fails:
fatal: [node1] => Traceback (most recent call last):
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 586, in _executor
exec_rc = self._executor_internal(host, new_stdin)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 789, in _executor_internal
return self._executor_internal_inner(host, self.module_name, self.module_args, inject, port, complex_args=complex_args)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 1005, in _executor_internal_inner
num_args_post = self._count_module_args(module_args)
File ""/Library/Python/2.7/site-packages/ansible/runner/init.py"", line 433, in _count_module_args
vargs = split_args(args)
File ""/Library/Python/2.7/site-packages/ansible/module_utils/splitter.py"", line 73, in split_args
args = args.strip()
AttributeError: 'dict' object has no attribute 'strip'",2
