,author,closedAt,number,publishedAt,resourcePath,source,state,text
101,{'login': 'sethladd'},2017-03-03T00:28:44Z,6651.0,2016-11-02T17:03:45Z,/flutter/flutter/issues/6651,flutter,CLOSED,"Request for a ""Thinking in Flutter"" doc
We seem to have a documentation gap, between ""Getting Started"" and ""Tour of the Widget Framework"". In a recent UX study, we noticed that the high-level concepts and the unique bits of Flutter aren't clearly called out, which made it more challenging for a new user to wrap their heads around what Flutter is and how it thinks.
Initial thoughts on this doc:

Audience is brand new users for Flutter
Intended for the ""ok, what's this flutter thing? what's different?""
Intended to be the next doc you read, after getting started, and before you start diving in
Fairly short, high level

Initial thoughts on table of contents:

What is Flutter?

what problem(s) does it solve
who is it for
what's special?


Functional-reactive framework

widget lifecycle
setState
Only rebuilding what needs to be rebuilt (efficient)
Customizable/extensible


Material design

full set of widgets out of the box


Dev cycle

Hot reload
Fast restart


Tooling

CLI
IntelliJ


Plugins/interop

coming soon!



Once a new user scans through this doc, they should know

What's special about flutter?
What does functional-reactive mean, for Flutter?
setState is a thing, and why not to be scared of it
How to dev cycle
Where to find additional info on widgets, layout, plugins, etc

Thanks!
(this came up in a recent UX study)"
102,{'login': 'sethladd'},2016-04-05T20:05:37Z,3070.0,2016-04-04T16:17:13Z,/flutter/flutter/issues/3070,flutter,CLOSED,"Tab underline not moving on first swipe
Please check out this video for an example: https://dl.dropboxusercontent.com/u/316685/video.mp4
In the Buttons page, in the gallery app, swipe left slowly. Notice how the tab underline under FLOATING doesn't animate during swipe.
Then, complete the swipe, and RAISED will be underlined. Then, swipe left and right, and the underline is animated."
103,{'login': 'Kleak'},2019-10-01T11:24:49Z,30690.0,2019-04-08T13:02:34Z,/flutter/flutter/issues/30690,flutter,CLOSED,"firebase_ml_vision scanning datamatrix is really not accurate.
Steps to Reproduce

clone flutter/plugins
cd packages/firebase_ml_vision/example
flutter run (on a real device)
scan some datamatrix

Here is an album with 4 almost exactly same photo but only one work :
https://photos.google.com/share/AF1QipOUTCX6xK77XqMfz4yBki2d3eygi_0GQqNwfiHgDkwl1x_eAodtMVSucjXLgBOIsA?key=Z2lUcnA5bzM5ZWtYOFAwaUNRNzNDOXNGLUlnZUFn
You can use it for testing
What is expected
The scanning should work and return the data in the datamatrix
What happen
The plugin doesn't find the datamatrix in the image most of the time.
Remark
On the emulator the plugins work as expected
Flutter doctor
Flutter (Channel stable, v1.2.1, on Linux, locale en_US.UTF-8)
    • Flutter version 1.2.1 at /home/kevin/Work/github.com/flutter/flutter
    • Framework revision 8661d8aecd (7 weeks ago), 2019-02-14 19:19:53 -0800
    • Engine revision 3757390fa4
    • Dart version 2.1.2 (build 2.1.2-dev.0.0 0a7dcf17eb)

[✓] Android toolchain - develop for Android devices (Android SDK version 28.0.3)
    • Android SDK at /home/kevin/Android/Sdk
    • Android NDK location not configured (optional; useful for native profiling support)
    • Platform android-28, build-tools 28.0.3
    • Java binary at: /home/kevin/.local/share/JetBrains/Toolbox/apps/AndroidStudio/ch-0/182.5314842/jre/bin/java
    • Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1248-b01)
    • All Android licenses accepted.

[✓] Android Studio (version 3.3)
    • Android Studio at /home/kevin/.local/share/JetBrains/Toolbox/apps/AndroidStudio/ch-0/182.5314842
    • Flutter plugin version 33.3.1
    • Dart plugin version 182.5215
    • Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1248-b01)

[✓] VS Code (version 1.33.0)
    • VS Code at /usr/share/code
    • Flutter extension version 2.25.0

[✓] Connected device (2 available)
    • TA 1012                   • NB1GAS3771407100 • android-arm64 • Android 9 (API 28)
    • Android SDK built for x86 • emulator-5554    • android-x86   • Android 9 (API 28) (emulator)

• No issues found!"
104,{'login': 'sethladd'},2016-03-10T23:37:00Z,2586.0,2016-03-10T22:07:39Z,/flutter/flutter/issues/2586,flutter,CLOSED,"App is white, then quits, on iPod
I created a brand-new project with flutter create, and then flutter run to my iPod. The app is installed onto the device, but when I run it, it's a pure white screen, and then approx 10s later it quite.
~/Code/mute_field_6440 $ flutter -d 2175d44c48c2ba9a5bbad10262cf8e7f04aab8e7 run
Starting lib/main.dart on iPod touch...
[....] Waiting for iOS device to be connected
[....] Using N102AP 'iPod touch' (2175d44c48c2ba9a5bbad10262cf8e7f04aab8e7).
------ Install phase ------
[  0%] Found N102AP 'iPod touch' (2175d44c48c2ba9a5bbad10262cf8e7f04aab8e7) connected through USB, beginning install
[  5%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/META-INF/ to device
[  5%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/META-INF/com.apple.ZipMetadata.plist to device
[  6%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/_CodeSignature/ to device
[  6%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/_CodeSignature/CodeResources to device
[  7%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon29x29@2x.png to device
[  8%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon29x29@2x~ipad.png to device
[  8%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon29x29@3x.png to device
[  9%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon29x29~ipad.png to device
[ 10%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon40x40@2x.png to device
[ 10%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon40x40@2x~ipad.png to device
[ 11%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon40x40@3x.png to device
[ 12%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon40x40~ipad.png to device
[ 12%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon60x60@2x.png to device
[ 13%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon60x60@3x.png to device
[ 14%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon76x76@2x~ipad.png to device
[ 14%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon76x76~ipad.png to device
[ 15%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/AppIcon83.5x83.5@2x~ipad.png to device
[ 16%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/embedded.mobileprovision to device
[ 17%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/ to device
[ 17%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/ to device
[ 18%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/_CodeSignature/ to device
[ 19%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/_CodeSignature/CodeResources to device
[ 19%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/app.flx to device
[ 20%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/FlutterApplication to device
[ 28%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Frameworks/FlutterApplication.framework/Info.plist to device
[ 29%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/icudtl.dat to device
[ 34%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Info.plist to device
[ 34%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/LaunchScreen.storyboardc/ to device
[ 35%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib to device
[ 36%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/LaunchScreen.storyboardc/Info.plist to device
[ 36%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib to device
[ 37%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/PkgInfo to device
[ 38%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/Runner to device
[ 49%] Copying /Users/sethladd/Code/mute_field_6440/ios/.generated/build/Release-iphoneos/Runner.app/ServiceDefinitions.json to device
[ 52%] CreatingStagingDirectory
[ 57%] ExtractingPackage
[ 60%] InspectingPackage
[ 60%] TakingInstallLock
[ 65%] PreflightingApplication
[ 65%] InstallingEmbeddedProfile
[ 70%] VerifyingApplication
[ 75%] CreatingContainer
[ 80%] InstallingApplication
[ 85%] PostflightingApplication
[ 90%] SandboxingApplication
[ 95%] GeneratingApplicationMap
[100%] Installed package ios/.generated/build/Release-iphoneos/Runner.app

Output of the logs:
~/Code/mute_field_6440 $ flutter -d 2175d44c48c2ba9a5bbad10262cf8e7f04aab8e7 logs
Showing iPod touch logs:
Mar 10 14:05:05 iPod-touch installd[47] <Notice>: 0x16e12f000 -[MIClientConnection installPath:withOptions:completion:]: Install of ""/var/mobile/Media/PublicStaging/Runner.app"" type Developer (LSInstallType = (null)) requested by mobile_installation_proxy (pid 285)
Mar 10 14:06:12 iPod-touch SpringBoard[54] <Warning>: Forcing crash report of <FBApplicationProcess: 0x14ff58dd0; Runner; pid: 1143> (reason: 1, description: com.yourcompany.muteField6440 failed to scene-create after 19.86s (launch took 0.14s of total time limit 20.00s))
Mar 10 14:06:12 iPod-touch ReportCrash[1144] <Warning>: saved type '109_Runner' report (4 of max 25) as /var/mobile/Library/Logs/CrashReporter/Runner_2016-03-10-140612_iPod-touch.ips

~/flutter/testme3 $ flutter --version
Flutter from git@github.com:flutter/flutter.git (on master)
Framework: 3b5fba40227cd0ee0949bbe195edd372f84b0e7e (79 minutes ago)
Engine:    d1515e676438d79046508ca009044df246564ced

[✓] The iOS toolchain is fully installed.
[✓] The Android toolchain is fully installed.
[✓] The Atom development environment is fully installed."
105,{'login': 'PeterKW'},2019-02-26T13:46:44Z,28512.0,2019-02-26T13:41:30Z,/flutter/flutter/issues/28512,flutter,CLOSED,"Grid View Builder Catch RenderFlex Overflow
I am a student who has only recently started to learn Flutter.
I have a GridView which builds a dynamic number of grids. If the devices screen is too small sometimes the number of grids overflow and this comes through to the console:
I/flutter ( 6315): ══╡ EXCEPTION CAUGHT BY RENDERING LIBRARY ╞═════════════════════════════════════════════════════════
I/flutter ( 6315): The following message was thrown during layout:
I/flutter ( 6315): A RenderFlex overflowed by 120 pixels on the bottom.
I/flutter ( 6315): 
I/flutter ( 6315): The overflowing RenderFlex has an orientation of Axis.vertical.
I/flutter ( 6315): The edge of the RenderFlex that is overflowing has been marked in the rendering with a yellow and
I/flutter ( 6315): black striped pattern. This is usually caused by the contents being too big for the RenderFlex.
I/flutter ( 6315): Consider applying a flex factor (e.g. using an Expanded widget) to force the children of the
I/flutter ( 6315): RenderFlex to fit within the available space instead of being sized to their natural size.
I/flutter ( 6315): This is considered an error condition because it indicates that there is content that cannot be
I/flutter ( 6315): seen. If the content is legitimately bigger than the available space, consider clipping it with a
I/flutter ( 6315): ClipRect widget before putting it in the flex, or using a scrollable container rather than a Flex,
I/flutter ( 6315): like a ListView.
I/flutter ( 6315): The specific RenderFlex in question is:
I/flutter ( 6315):   RenderFlex#601d5 relayoutBoundary=up8 OVERFLOWING
I/flutter ( 6315):   creator: Column ← MediaQuery ← Padding ← SafeArea ← Align ← DefaultTextStyle ←
I/flutter ( 6315):   AnimatedDefaultTextStyle ← _InkFeatures-[GlobalKey#13a7a ink renderer] ←
I/flutter ( 6315):   NotificationListener<LayoutChangedNotification> ← PhysicalModel ← AnimatedPhysicalModel ← Material
I/flutter ( 6315):   ← ⋯
I/flutter ( 6315):   parentData: offset=Offset(0.0, 24.0) (can use size)
I/flutter ( 6315):   constraints: BoxConstraints(0.0<=w<=320.0, 0.0<=h<=509.3)
I/flutter ( 6315):   size: Size(320.0, 509.3)
I/flutter ( 6315):   direction: vertical
I/flutter ( 6315):   mainAxisAlignment: spaceBetween
I/flutter ( 6315):   mainAxisSize: max
I/flutter ( 6315):   crossAxisAlignment: center
I/flutter ( 6315):   verticalDirection: down
I/flutter ( 6315): ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤
I/flutter ( 6315): ════════════════════════════════════════════════════════════════════════════════════════════════════

return new GridView.builder(
      scrollDirection: Axis.vertical,
      shrinkWrap: true,
      gridDelegate: new SliverGridDelegateWithMaxCrossAxisExtent(
          maxCrossAxisExtent: 150.0, //grid is 500.0 pixels wide, and [maxCrossAxisExtent] is 150.0, this delegate will create a grid with 4 columns that are 125.0 pixels wide
          mainAxisSpacing: 10.0,
          crossAxisSpacing: 10,
          childAspectRatio: gridChildAspecRat,
      ), //n/3 * 1.5
      padding: const EdgeInsets.all(5.0),
      itemCount: buttonsList.length,
      itemBuilder: (context, i) => new SizedBox(
            width: 100.0, //100
            height: 100.0, //100
            child: new RaisedButton(
              padding: const EdgeInsets.all(8.0),
              onPressed: buttonsList[i].enabled?()=>playTicTacToe(buttonsList[i]):null,
              child: new Text(
                buttonsList[i].type,
                style: new TextStyle(color: Colors.white, fontSize: 20.0),
              ),
              color: buttonsList[i].bkgrnd,
              disabledColor: buttonsList[i].bkgrnd,
            ),
          ),
    );
Is there any way I could add a try / catch block somewhere which could remove cards from the buttonsList  until there aren't enough cards on the screen to  overflow?
try {
     /* GridView Builder */
    }catch(e){
      debugPrint('heightTooManyCards');
        _nCards = _nCards - 1;
        buttonsList = doInit();
    }
I couldn't find anywhere to catch the error message outputted in the terminal during runtime.
Any ideas on how I could fix this?
Thank you all very much!"
106,{'login': 'vithanichandresh'},2018-06-25T11:36:50Z,18792.0,2018-06-25T11:28:43Z,/flutter/flutter/issues/18792,flutter,CLOSED,"is flutter have concept like android “addFlags(Intent.FLAG_ACTIVITY_CLEAR_TOP | Intent.FLAG_ACTIVITY_CLEAR_TASK)”
here is flow thats i want to manage back
1 - on click home page's button start store list page.
2 - on click store list page's button start filter page.
3 - on click store filter page's button store list page.
4 - on press back go to home page."
107,{'login': 'collinjackson'},2019-10-13T18:18:39Z,32181.0,2019-05-07T01:18:35Z,/flutter/flutter/issues/32181,flutter,CLOSED,"firebase_storage Content-Type autodetection not working on Android
The integration test passes on iOS and fails on Android.
I/flutter (21641): 00:02 +0: FirebaseStorage putFile, getDownloadURL, writeToFile [E]
I/flutter (21641):   Expected: 'text/plain'
I/flutter (21641):     Actual: 'application/octet-stream'
I/flutter (21641):      Which: is different.
I/flutter (21641):             Expected: text/plain ...
I/flutter (21641):               Actual: applicatio ...
I/flutter (21641):                       ^
I/flutter (21641):              Differ at offset 0
I/flutter (21641):   
I/flutter (21641):   package:test_api/src/frontend/expect.dart 152:30                                                       fail
I/flutter (21641):   package:test_api/src/frontend/expect.dart 146:3                                                        _expect
I/flutter (21641):   package:test_api/src/frontend/expect.dart 59:3                                                         expect
I/flutter (21641):   package:flutter_test/src/widget_tester.dart 196:3                                                      expect
I/flutter (21641):   Users/jackson/git/plugins_io/packages/firebase_storage/example/test_driver/firebase_storage.dart 47:7  main.<fn>.<fn>
I/flutter (21641):   ===== asynchronous gap ===========================
I/flutter (21641):   dart:async/future_impl.dart 22:43                                                                      _Completer.completeError
I/flutter (21641):   dart:async-patch/async_patch.dart 40:18                                                                _AsyncAwaitCompleter.completeError
I/flutter (21641):   Users/jackson/git/plugins_io/packages/firebase_storage/example/test_driver/firebase_storage.dart       main.<fn>.<fn>
I/flutter (21641):   ===== async
I/flutter (21641): 00:02 +0 -1: (tearDownAll)
I/flutter (21641): 00:02 +1 -1: Some tests failed."
108,{'login': 'sethladd'},2017-02-01T00:36:56Z,7766.0,2017-01-31T23:53:34Z,/flutter/flutter/issues/7766,flutter,CLOSED,"`flutter run --release` stuck when building for iOS: ""library not found for -lPods-Runner""
My flutter run --release for my iPhone is stuck at:
~/Code/hello_cupertino[master*] $ flutter run --release
Launching lib/main.dart on flutter 6s in release mode...
Traceback (most recent call last):
  File ""/tmp/fruitstrap_d83d5bc53967baa0ee18626ba87b6254b2ab5418.py"", line 35, in run_command
    lldb.target.Launch(lldb.SBLaunchInfo(shlex.split(args[1] and args[1] or '--enable-dart-profiling')), error)
IndexError: list index out of range

Any ideas?
~/Code/hello_cupertino[master*] $ flutter --version
Flutter • channel master • git@github.com:flutter/flutter.git
Framework • revision a0f0c42fe3 (64 minutes ago) • 2017-01-31 14:48:48
Engine • revision 2d54edf0f9
Tools • Dart 1.22.0-dev.9.1

and
~/Code/hello_cupertino[master*] $ flutter doctor
[✓] Flutter (on Mac OS, channel master)
    • Flutter at /Users/sethladd/Code/flutter
    • Framework revision a0f0c42fe3 (64 minutes ago), 2017-01-31 14:48:48
    • Engine revision 2d54edf0f9
    • Tools Dart version 1.22.0-dev.9.1

[✓] Android toolchain - develop for Android devices (Android SDK 25.0.0)
    • Android SDK at /Users/sethladd/Library/Android/sdk
    • Platform android-25, build-tools 25.0.0
    • Java(TM) SE Runtime Environment (build 1.8.0_91-b14)

[✓] iOS toolchain - develop for iOS devices (Xcode 8.2.1)
    • XCode at /Applications/Xcode.app/Contents/Developer
    • Xcode 8.2.1, Build version 8C1002

[✓] IntelliJ IDEA Community Edition (version 2016.3.1)
    • Dart plugin version 163.9166.22
    • Flutter plugin version 0.1.4

[✓] Connected devices
    • flutter 6s • d83d5bc53967baa0ee18626ba87b6254b2ab5418 • ios • iOS 10.1.1 (14B100)"
109,{'login': 'Hixie'},2017-04-08T00:14:55Z,8888.0,2017-03-20T05:57:14Z,/flutter/flutter/issues/8888,flutter,CLOSED,"Rename BlockBody and fix references to RenderBlockBase
I thought we had decided to rename BlockBody, but I can't find a bug on it anymore."
110,{'login': 'jy03773322'},2017-02-24T12:29:37Z,8373.0,2017-02-23T17:38:47Z,/flutter/flutter/issues/8373,flutter,CLOSED,"FormatException: Could not parse ""EAP AI-162.3715353""?
log:
Flutter crash report; please file at https://github.com/flutter/flutter/issues.
command
flutter doctor
exception
FormatException: Could not parse ""EAP AI-162.3715353"".
package:flutter_tools/src/base/version.dart 48                      Version.Version.parse
package:flutter_tools/src/android/android_studio.dart 64            AndroidStudio.AndroidStudio.fromMacOSBundle
package:flutter_tools/src/android/android_studio.dart 161           AndroidStudio._allMacOS.<fn>
dart:core                                                           Iterable.toList
package:flutter_tools/src/android/android_studio.dart 163           AndroidStudio._allMacOS
package:flutter_tools/src/android/android_studio.dart 124           AndroidStudio.allInstalled
package:flutter_tools/src/android/android_studio_validator.dart 23  AndroidStudioValidator.allValidators
package:flutter_tools/src/doctor.dart 63                            Doctor.validators
package:flutter_tools/src/doctor.dart 121                           Doctor.diagnose
package:flutter_tools/src/commands/doctor.dart 19                   DoctorCommand.runCommand
package:flutter_tools/src/runner/flutter_command.dart 148           FlutterCommand.verifyThenRunCommand
package:flutter_tools/src/runner/flutter_command.dart 119           FlutterCommand.run
package:args/command_runner.dart 194                                CommandRunner.runCommand
package:flutter_tools/src/runner/flutter_command_runner.dart 221    FlutterCommandRunner.runCommand
package:args/command_runner.dart 109                                CommandRunner.run.<fn>
dart:async                                                          Future.Future.sync
package:args/command_runner.dart 109                                CommandRunner.run
package:flutter_tools/src/runner/flutter_command_runner.dart 150    FlutterCommandRunner.run
package:flutter_tools/executable.dart 128                           main.<fn>.<fn>
package:stack_trace                                                 Chain.capture
package:flutter_tools/executable.dart 127                           main.<fn>
package:flutter_tools/src/base/context.dart 76                      AppContext._run
package:flutter_tools/src/base/context.dart 66                      AppContext.runInZone.<fn>
dart:async                                                          runZoned
package:flutter_tools/src/base/context.dart 65                      AppContext.runInZone
package:flutter_tools/executable.dart 98                            main
../packages/flutter_tools/bin/flutter_tools.dart 8                  main
===== asynchronous gap ===========================
dart:async                                                          _Completer.completeError
package:flutter_tools/src/doctor.dart 149                           Doctor.diagnose
===== asynchronous gap ===========================
dart:async                                                          Future.Future.microtask
package:flutter_tools/src/doctor.dart                               Doctor.diagnose
package:flutter_tools/src/commands/doctor.dart 19                   DoctorCommand.runCommand
===== asynchronous gap ===========================
dart:async                                                          Future.Future.microtask
package:flutter_tools/src/commands/doctor.dart                      DoctorCommand.runCommand
package:flutter_tools/src/runner/flutter_command.dart 148           FlutterCommand.verifyThenRunCommand
===== asynchronous gap ===========================
dart:async                                                          _asyncThenWrapperHelper
package:flutter_tools/src/runner/flutter_command.dart               FlutterCommand.verifyThenRunCommand
package:flutter_tools/src/runner/flutter_command.dart 119           FlutterCommand.run
package:args/command_runner.dart 194                                CommandRunner.runCommand
===== asynchronous gap ===========================
dart:async                                                          Future.Future.microtask
package:args/command_runner.dart                                    CommandRunner.runCommand
package:flutter_tools/src/runner/flutter_command_runner.dart 221    FlutterCommandRunner.runCommand
===== asynchronous gap ===========================
dart:async                                                          _asyncThenWrapperHelper
package:flutter_tools/src/runner/flutter_command_runner.dart        FlutterCommandRunner.runCommand
package:args/command_runner.dart 109                                CommandRunner.run.<fn>
dart:async                                                          Future.Future.sync
package:args/command_runner.dart 109                                CommandRunner.run
package:flutter_tools/src/runner/flutter_command_runner.dart 150    FlutterCommandRunner.run
package:flutter_tools/executable.dart 128                           main.<fn>.<fn>
===== asynchronous gap ===========================
dart:async                                                          Future.Future.microtask
package:flutter_tools/executable.dart                               main.<fn>.<fn>
package:stack_trace                                                 Chain.capture
package:flutter_tools/executable.dart 127                           main.<fn>

flutter doctor
[✓] Flutter (on Mac OS, channel master)
    • Flutter at /Users/zhai/Documents/Flutter/flutter
    • Framework revision 2a05cfdf07 (2 hours ago), 2017-02-23 16:27:30
    • Engine revision ab09530927
    • Tools Dart version 1.23.0-dev.0.0

[✓] Android toolchain - develop for Android devices (Android SDK 25.0.2)
    • Android SDK at /Users/zhai/Documents/WorkSpace/adt-bundle-mac-x86_64-20130917/sdk
    • Platform android-25, build-tools 25.0.2
    • Java Development Kit (JDK) found: javac 1.8.0_92

[✓] iOS toolchain - develop for iOS devices (Xcode 8.2.1)
    • Xcode at /Applications/Xcode.app/Contents/Developer
    • Xcode 8.2.1, Build version 8C1002
    • ios-deploy 1.9.0"
111,{'login': 'SuriahKamaruddin'},2019-11-07T13:17:03Z,29031.0,2019-03-08T06:20:16Z,/flutter/flutter/issues/29031,flutter,CLOSED,"The parameter 'options' isnt defined and the method GoogleMapOptions isnt define for class
I have problem with the ""options: GoogleMapOptions"" part, where the options is not define. Am i missing something? Im new with flutter.
This is my main.dart
**import 'package:flutter/material.dart';
import 'package:google_maps_flutter/google_maps_flutter.dart';
import 'dart:async';
void main() => runApp(MyApp());
class MyApp extends StatelessWidget {
// This widget is the root of your application.
@override
Widget build(BuildContext context) {
return MaterialApp(
title: 'Google Map',
theme: ThemeData(
primarySwatch: Colors.blue,
),
home: MyHomePage(title: 'Google Map'),
);
}
}
class MyHomePage extends StatefulWidget {
MyHomePage({Key key, this.title}) : super(key: key);
final String title;
@override
_MyHomePageState createState() => _MyHomePageState();
}
class _MyHomePageState extends State {
@override
Widget build(BuildContext context) {
return Scaffold(
  appBar: AppBar(
    title: Text(widget.title),
  ),
  body: Center(
    child: Column(
      children: <Widget>[
      GoogleMap(
        onMapCreated: (GoogleMapController controller) {},
        options: GoogleMapOptions(
          cameraPosition: CameraPosition(
            target: LatLng(37.4219999, -122.0862462),
          ),
        ), initialCameraPosition: null,
      ),
      ],
    ),
  ),
  floatingActionButton: FloatingActionButton(
  ), // This trailing comma makes auto-formatting nicer for build methods.
);

}
}**
where the pubspec i had include
google_maps_flutter:
git:
url: git://github.com/flutter/plugins
path: packages/google_maps_flutter"
